"Report Refresh Date";"User Principal Name";"Last Activity Date";"Report Period";"Last Activation Date";"Windows";"Mac";"Mobile";"Web";"Outlook";"Word";"Excel";"PowerPoint";"OneNote";"Teams";"Outlook (Windows)";"Word (Windows)";"Excel (Windows)";"PowerPoint (Windows)";"OneNote (Windows)";"Teams (Windows)";"Outlook (Mac)";"Word (Mac)";"Excel (Mac)";"PowerPoint (Mac)";"OneNote (Mac)";"Teams (Mac)";"Outlook (Mobile)";"Word (Mobile)";"Excel (Mobile)";"PowerPoint (Mobile)";"OneNote (Mobile)";"Teams (Mobile)";"Outlook (Web)";"Word (Web)";"Excel (Web)";"PowerPoint (Web)";"OneNote (Web)";"Teams (Web)"
"2023-07-29";"4776@anonimo.com";"2023-07-28";180;"2022-12-10";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"5016@anonimo.com";"2023-07-29";180;"2023-07-08";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"1099@anonimo.com";"2023-07-28";180;"2022-04-06";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"Yes";"No";"No";"No"
"2023-07-29";"4443@anonimo.com";"2023-07-28";180;"2023-04-13";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"3989@anonimo.com";"2023-07-22";180;"2023-06-05";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"Yes";"No";"No";"No"
"2023-07-29";"5137@anonimo.com";"2023-07-28";180;;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4186@anonimo.com";"2023-07-28";180;"2023-07-06";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"4040@anonimo.com";"2023-07-29";180;"2023-07-06";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"3220@anonimo.com";"2022-10-04";180;;"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No"
"2023-07-29";"1220@anonimo.com";"2023-07-29";180;;"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No"
"2023-07-29";"3787@anonimo.com";"2023-07-29";180;"2023-01-20";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"5713@anonimo.com";"2023-07-29";180;"2022-11-01";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"5838@anonimo.com";"2023-07-28";180;"2022-09-29";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No"
"2023-07-29";"5279@anonimo.com";"2023-07-29";180;"2023-02-15";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"4803@anonimo.com";"2023-07-27";180;;"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes"
"2023-07-29";"3292@anonimo.com";"2023-07-29";180;"2022-08-30";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"1459@anonimo.com";"2023-01-06";180;;"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No"
"2023-07-29";"4068@anonimo.com";"2023-07-27";180;"2022-11-19";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"No"
"2023-07-29";"1025@anonimo.com";"2023-07-28";180;;"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No"
"2023-07-29";"3225@anonimo.com";"2023-07-29";180;"2020-12-20";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"3397@anonimo.com";"2023-07-28";180;"2023-05-25";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"5265@anonimo.com";"2023-07-28";180;;"Yes";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"3685@anonimo.com";"2023-07-11";180;;"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"5583@anonimo.com";"2023-07-28";180;"2021-11-16";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"3734@anonimo.com";"2023-07-29";180;"2022-08-17";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"3750@anonimo.com";"2023-07-28";180;"2020-09-21";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"3265@anonimo.com";"2023-07-29";180;"2023-03-30";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"1402@anonimo.com";"2023-07-28";180;"2023-06-06";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"3216@anonimo.com";"2023-07-29";180;"2023-03-21";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"1018@anonimo.com";"2023-07-29";180;"2023-05-25";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"1170@anonimo.com";"2023-07-28";180;"2022-07-15";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"3570@anonimo.com";"2023-02-01";180;;"Yes";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No"
"2023-07-29";"3959@anonimo.com";"2023-07-28";180;"2021-08-09";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No"
"2023-07-29";"2768@anonimo.com";"2023-07-28";180;"2019-10-30";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No"
"2023-07-29";"4946@anonimo.com";"2023-07-29";180;"2022-12-01";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"2085@anonimo.com";"2023-07-28";180;"2023-02-12";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4140@anonimo.com";"2023-07-29";180;"2022-01-13";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"5288@anonimo.com";"2023-07-29";180;"2023-05-18";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"3868@anonimo.com";"2023-07-28";180;"2023-07-07";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"Yes"
"2023-07-29";"1155@anonimo.com";"2023-07-28";180;"2023-06-27";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"5889@anonimo.com";"2023-07-25";180;;"No";"No";"Yes";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"3960@anonimo.com";"2023-07-28";180;"2022-11-07";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"No";"Yes";"No";"Yes";"No"
"2023-07-29";"4809@anonimo.com";"2023-07-29";180;"2021-12-01";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"4266@anonimo.com";"2023-07-29";180;"2023-05-15";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"1332@anonimo.com";"2023-07-28";180;"2023-06-26";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4931@anonimo.com";"2023-07-29";180;"2023-03-24";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"5285@anonimo.com";"2023-07-29";180;"2023-06-14";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"5377@anonimo.com";"2023-07-29";180;"2023-07-28";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"3624@anonimo.com";"2023-01-31";180;"2022-09-05";"Yes";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No"
"2023-07-29";"5287@anonimo.com";"2023-07-28";180;"2022-10-21";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"5683@anonimo.com";"2023-07-29";180;"2023-05-08";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"5694@anonimo.com";"2023-07-29";180;"2023-05-16";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"5723@anonimo.com";"2023-07-26";180;;"Yes";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"4710@anonimo.com";"2023-07-28";180;"2023-03-22";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"5844@anonimo.com";"2023-07-29";180;"2022-09-23";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"3496@anonimo.com";"2023-07-29";180;"2023-05-18";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No"
"2023-07-29";"4701@anonimo.com";;180;;"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No"
"2023-07-29";"5536@anonimo.com";"2023-07-28";180;"2023-05-30";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"5431@anonimo.com";"2023-07-28";180;"2022-12-07";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4128@anonimo.com";"2023-07-28";180;"2022-09-21";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"4592@anonimo.com";"2023-07-05";180;;"Yes";"No";"Yes";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"5603@anonimo.com";"2023-07-29";180;"2022-12-08";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"Yes";"No";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"5428@anonimo.com";"2023-07-27";180;;"Yes";"No";"Yes";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"4150@anonimo.com";"2023-07-29";180;"2022-01-21";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"1049@anonimo.com";"2023-07-28";180;;"Yes";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes"
"2023-07-29";"5149@anonimo.com";"2023-05-31";180;;"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No"
"2023-07-29";"1461@anonimo.com";"2023-07-28";180;;"Yes";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"Yes"
"2023-07-29";"5116@anonimo.com";"2023-07-21";180;"2022-08-11";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"Yes";"No"
"2023-07-29";"3497@anonimo.com";"2023-07-28";180;;"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4841@anonimo.com";"2023-07-28";180;"2022-01-10";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"1488@anonimo.com";"2023-07-28";180;"2023-07-04";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"Yes";"Yes";"No";"No"
"2023-07-29";"5211@anonimo.com";"2023-07-28";180;"2023-06-13";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"Yes";"No"
"2023-07-29";"3874@anonimo.com";"2023-04-24";180;;"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"1352@anonimo.com";"2023-07-29";180;"2022-03-18";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"873@anonimo.com";"2023-07-28";180;"2022-08-03";"Yes";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No"
"2023-07-29";"3573@anonimo.com";"2023-07-29";180;"2023-05-20";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"4998@anonimo.com";"2023-07-27";180;"2023-07-05";"Yes";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No"
"2023-07-29";"1482@anonimo.com";"2023-07-28";180;"2023-02-13";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"1370@anonimo.com";"2023-07-28";180;;"Yes";"No";"Yes";"Yes";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"No"
"2023-07-29";"5582@anonimo.com";"2023-07-29";180;"2021-07-22";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
